ano;mes;secretaria;efetivo
2026;3;Secretaria de Cultura;68
2026;3;Secretaria de Mobilidade;59
2026;3;Secretaria de Parcerias;53
2026;3;Secretaria de Relações do Trabalho e Qualificação Profissional;48
2026;3;Secretaria da Habitação e Regularização Fundiária;35
2026;3;Secretaria de Comunicação;30
2026;3;Secretaria de Empreendedorismo da Micro e Pequena Empresa;22
2026;3;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2026;3;Secretaria de Turismo;12
2026;3;Chefia do Poder Executivo;11
2026;3;Secretaria de Inclusão e Transtorno do Espectro Autista;11
2026;3;Secretaria de Relações Institucionais e Metropolitanas;11
2026;3;Secretaria da Mulher;10
2026;4;Secretaria da Educação;8199
2026;4;Secretaria da Saúde;2767
2026;4;Secretaria de Segurança Urbana;449
2026;4;Secretaria da Cidadania;289
2026;4;Inativos e Pensionistas (Encargos);184
2026;4;Secretaria de Planejamento e Desenvolvimento Urbano;177
2026;4;Secretaria da Fazenda;160
2026;4;Secretaria de Administração;149
2026;4;Secretaria de Gabinete Central;146
2026;4;Secretaria de Serviços Públicos e Obras;142
2026;4;Secretaria do Meio Ambiente, Parques e Jardins;131
2026;4;Secretaria de Recursos Humanos;130
2026;4;Secretaria de Governo;124
2026;4;Secretaria de Assuntos Jurídicos e Patrimônio;122
2026;4;Secretaria de Esportes e Lazer;90
2026;4;Secretaria de Cultura;68
2026;4;Secretaria de Mobilidade;58
2026;4;Secretaria de Parcerias;54
2026;4;Secretaria de Relações do Trabalho e Qualificação Profissional;49
2026;4;Secretaria da Habitação e Regularização Fundiária;37
2026;4;Secretaria de Comunicação;33
2026;4;Secretaria de Empreendedorismo da Micro e Pequena Empresa;27
2026;4;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;17
2026;4;Secretaria de Turismo;14
2026;4;Secretaria da Mulher;13
2026;4;Secretaria de Relações Institucionais e Metropolitanas;12
2026;4;Secretaria de Inclusão e Transtorno do Espectro Autista;10
2026;4;Chefia do Poder Executivo;9
2026;5;Secretaria da Educação;8039
2026;5;Secretaria da Saúde;2805
2026;5;Secretaria de Segurança Urbana;483
2026;5;Secretaria da Cidadania;284
2026;5;Inativos e Pensionistas (Encargos);184
2026;5;Secretaria de Planejamento e Desenvolvimento Urbano;180
2026;5;Secretaria da Fazenda;164
2026;5;Secretaria de Administração;148
2026;5;Secretaria de Gabinete Central;147
2026;5;Secretaria de Serviços Públicos e Obras;143
2026;5;Secretaria de Recursos Humanos;131
2026;5;Secretaria do Meio Ambiente, Parques e Jardins;125
2026;5;Secretaria de Assuntos Jurídicos e Patrimônio;124
2026;5;Secretaria de Governo;122
2026;5;Secretaria de Esportes e Lazer;88
2026;5;Secretaria de Cultura;69
2026;5;Secretaria de Mobilidade;59
2026;5;Secretaria de Parcerias;58
2026;5;Secretaria de Relações do Trabalho e Qualificação Profissional;45
2026;5;Secretaria da Habitação e Regularização Fundiária;37
2026;5;Secretaria de Comunicação;32
2026;5;Secretaria de Empreendedorismo da Micro e Pequena Empresa;27
2026;5;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;15
2026;5;Secretaria de Turismo;14
2026;5;Secretaria da Mulher;13
2026;5;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2026;5;Secretaria de Relações Institucionais e Metropolitanas;12
2026;5;Chefia do Poder Executivo;8
2026;6;Secretaria da Educação;8178
2026;6;Secretaria da Saúde;2842
2026;6;Secretaria de Segurança Urbana;584
2026;6;Secretaria da Cidadania;284
2026;6;Inativos e Pensionistas (Encargos);183
2026;6;Secretaria de Planejamento e Desenvolvimento Urbano;180
2026;6;Secretaria da Fazenda;164
2026;6;Secretaria de Administração;149
2026;6;Secretaria de Gabinete Central;149
2026;6;Secretaria de Serviços Públicos e Obras;141
2026;6;Secretaria de Recursos Humanos;135
2026;6;Secretaria de Assuntos Jurídicos e Patrimônio;127
2026;6;Secretaria do Meio Ambiente, Parques e Jardins;124
2026;6;Secretaria de Governo;122
2026;6;Secretaria de Esportes e Lazer;89
2026;6;Secretaria de Cultura;70
2026;6;Secretaria de Mobilidade;63
2026;6;Secretaria de Parcerias;56
2026;6;Secretaria de Relações do Trabalho e Qualificação Profissional;40
2026;6;Secretaria da Habitação e Regularização Fundiária;39
2026;6;Secretaria de Comunicação;32
2026;6;Secretaria de Empreendedorismo da Micro e Pequena Empresa;28
2026;6;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2026;6;Secretaria de Turismo;15
2026;6;Secretaria da Mulher;11
2026;6;Secretaria de Inclusão e Transtorno do Espectro Autista;11
2026;6;Secretaria de Relações Institucionais e Metropolitanas;10
2026;6;Chefia do Poder Executivo;9
2026;7;Secretaria da Educação;8166
2026;7;Secretaria da Saúde;2855
2026;7;Secretaria de Segurança Urbana;586
2026;7;Secretaria da Cidadania;288
2026;7;Secretaria de Planejamento e Desenvolvimento Urbano;186
2026;7;Inativos e Pensionistas (Encargos);180
2026;7;Secretaria da Fazenda;165
2026;7;Secretaria de Administração;153
2026;7;Secretaria de Gabinete Central;152
2026;7;Secretaria de Serviços Públicos e Obras;144
2026;7;Secretaria de Recursos Humanos;135
2026;7;Secretaria de Assuntos Jurídicos e Patrimônio;126
2026;7;Secretaria do Meio Ambiente, Parques e Jardins;126
2026;7;Secretaria de Governo;123
2026;7;Secretaria de Esportes e Lazer;93
2026;7;Secretaria de Mobilidade;75
2026;7;Secretaria de Cultura;69
2026;7;Secretaria de Parcerias;58
2026;7;Secretaria de Relações do Trabalho e Qualificação Profissional;41
2026;7;Secretaria da Habitação e Regularização Fundiária;40
2026;7;Secretaria de Comunicação;31
2026;7;Secretaria de Empreendedorismo da Micro e Pequena Empresa;30
2026;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;18
2026;7;Secretaria de Turismo;16
2026;7;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2026;7;Secretaria da Mulher;11
2026;7;Secretaria de Relações Institucionais e Metropolitanas;10
2026;7;Chefia do Poder Executivo;9
2026;8;Secretaria da Educação;8154
2026;8;Secretaria da Saúde;2878
2026;8;Secretaria de Segurança Urbana;580
2026;8;Secretaria da Cidadania;298
2026;8;Secretaria de Planejamento e Desenvolvimento Urbano;183
2026;8;Inativos e Pensionistas (Encargos);179
2026;8;Secretaria da Fazenda;164
2026;8;Secretaria de Gabinete Central;160
2026;8;Secretaria de Administração;150
2026;8;Secretaria de Serviços Públicos e Obras;142
2026;8;Secretaria de Recursos Humanos;130
2026;8;Secretaria do Meio Ambiente, Parques e Jardins;129
2026;8;Secretaria de Assuntos Jurídicos e Patrimônio;128
2026;8;Secretaria de Governo;126
2026;8;Secretaria de Esportes e Lazer;101
2026;8;Secretaria de Mobilidade;75
2026;8;Secretaria de Cultura;72
2026;8;Secretaria de Parcerias;55
2026;8;Secretaria de Relações do Trabalho e Qualificação Profissional;39
2026;8;Secretaria da Habitação e Regularização Fundiária;38
2026;8;Secretaria de Comunicação;33
2026;8;Secretaria de Empreendedorismo da Micro e Pequena Empresa;27
2026;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;18
2026;8;Secretaria de Turismo;16
2026;8;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2026;8;Secretaria da Mulher;11
2026;8;Chefia do Poder Executivo;9
2026;8;Secretaria de Relações Institucionais e Metropolitanas;9
